epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,764.192,1.46859,2.36175,1.47923,0.57758,0.39439,0.46986,0.25209,1.65628,2.67468,1.55549,0.000414095,0.000414095,0.000414095
2,2060.53,1.36733,1.5999,1.38107,0.64193,0.60221,0.60446,0.33923,1.51814,1.98626,1.43541,0.000814312,0.000814312,0.000814312
